City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
carroll,39.5501,-77.0164,60.01,35.0,98.0,8.01,US,1619214980.0
port-gentil,-0.7193,8.7815,81.1,83.0,63.0,9.75,GA,1619214980.0
mahebourg,-20.4081,57.7,78.8,78.0,40.0,9.22,MU,1619214827.0
santiago del estero,-27.7951,-64.2615,68.09,93.0,100.0,5.14,AR,1619214930.0
dicabisagan,17.0818,122.4157,74.26,86.0,13.0,3.94,PH,1619214981.0
vila franca do campo,37.7167,-25.4333,59.0,67.0,40.0,20.71,PT,1619214981.0
tazovskiy,67.4667,78.7,32.81,98.0,100.0,13.56,RU,1619214539.0
tieli,46.95,128.05,40.08,41.0,100.0,12.57,CN,1619214981.0
bowen,-20.0167,148.2333,68.0,94.0,90.0,11.5,AU,1619214570.0
lorengau,-2.0226,147.2712,79.83,78.0,94.0,3.4,PG,1619214618.0
los llanos de aridane,28.6585,-17.9182,69.8,60.0,75.0,5.75,ES,1619214982.0
praia da vitoria,38.7333,-27.0667,57.99,77.0,40.0,35.05,PT,1619214533.0
beloha,-25.1667,45.05,70.34,76.0,21.0,9.28,MG,1619214494.0
hamilton,39.1834,-84.5333,57.99,44.0,90.0,10.36,US,1619214394.0
ibra,22.6906,58.5334,76.12,33.0,0.0,0.29,OM,1619214982.0
maputo,-25.9653,32.5892,64.0,87.0,91.0,3.0,MZ,1619214553.0
wilmington,34.2257,-77.9447,66.0,36.0,1.0,11.5,US,1619214516.0
topolovgrad,42.0833,26.3333,55.4,82.0,75.0,4.18,BG,1619214982.0
saint george,37.1041,-113.5841,81.0,10.0,1.0,18.41,US,1619214235.0
yermakovskoye,53.2831,92.4003,30.69,72.0,87.0,2.95,RU,1619214488.0
jaque,7.5175,-78.1703,82.54,77.0,91.0,2.64,PA,1619214983.0
olafsvik,64.8945,-23.7142,43.65,91.0,100.0,11.9,IS,1619214983.0
elko,41.0002,-115.5012,62.6,15.0,1.0,6.91,US,1619214278.0
marathon,44.9,-89.7668,57.0,35.0,90.0,9.22,US,1619214983.0
kerema,-7.9631,145.7785,79.03,86.0,99.0,2.51,PG,1619214984.0
bursa,40.1667,29.0833,57.2,67.0,75.0,1.14,TR,1619214984.0
tabuk,17.4189,121.4443,69.39,80.0,15.0,3.09,PH,1619214984.0
kresttsy,58.2452,32.5165,34.38,84.0,10.0,4.36,RU,1619214984.0
yulara,-25.2406,130.9889,51.8,66.0,1.0,5.75,AU,1619214478.0
medina,24.4686,39.6142,91.4,10.0,40.0,12.66,SA,1619214990.0
kalcheva,45.7374,28.8141,41.97,87.0,6.0,5.82,UA,1619214990.0
talnakh,69.4865,88.3972,31.48,97.0,100.0,10.45,RU,1619214493.0
daltenganj,24.0333,84.0667,76.37,16.0,25.0,5.55,IN,1619214991.0
peleduy,59.6289,112.7406,30.72,95.0,100.0,5.79,RU,1619214581.0
dikson,73.5069,80.5464,32.2,97.0,100.0,18.57,RU,1619214477.0
palmer,42.1584,-72.3287,60.01,23.0,20.0,19.57,US,1619214382.0
vila velha,-20.3297,-40.2925,77.0,69.0,75.0,8.05,BR,1619214325.0
yeniseysk,58.4497,92.1703,27.12,94.0,58.0,2.55,RU,1619214555.0
leningradskiy,69.3833,178.4167,28.47,85.0,100.0,2.86,RU,1619214298.0
natal,-5.795,-35.2094,82.4,78.0,20.0,9.22,BR,1619214710.0
baza,37.4907,-2.7726,52.0,83.0,100.0,11.01,ES,1619214991.0
antigonish,45.6169,-61.9986,43.0,65.0,100.0,12.66,CA,1619214992.0
madaoua,14.073,5.96,87.98,29.0,47.0,2.44,NE,1619214992.0
naze,28.3667,129.4833,69.8,68.0,75.0,25.32,JP,1619214607.0
tuy hoa,13.0833,109.3,75.56,91.0,48.0,3.33,VN,1619214992.0
cam ranh,11.9214,109.1591,77.0,88.0,20.0,1.14,VN,1619214992.0
teguldet,57.3064,88.1667,28.36,93.0,61.0,4.68,RU,1619214993.0
zaysan,47.4667,84.8667,28.35,67.0,86.0,9.37,KZ,1619214476.0
khandbari,27.3747,87.2039,64.74,31.0,1.0,5.26,NP,1619214993.0
butterworth,5.3991,100.3638,78.8,94.0,40.0,6.71,MY,1619214993.0
kilakarai,9.2333,78.7833,84.02,75.0,99.0,12.82,IN,1619214993.0
sabang,5.8933,95.3214,82.58,74.0,100.0,17.78,ID,1619214994.0
harper,4.375,-7.7169,81.59,81.0,99.0,8.57,LR,1619214994.0
kyzyl-suu,42.3414,78.0056,33.13,44.0,8.0,9.26,KG,1619214994.0
kieta,-6.2167,155.6333,80.42,79.0,97.0,2.24,PG,1619214994.0
cabedelo,-6.9811,-34.8339,80.6,83.0,40.0,6.91,BR,1619214995.0
estevan,49.1334,-102.9842,37.4,25.0,1.0,10.36,CA,1619214520.0
alcantara,-2.4089,-44.4147,78.8,94.0,75.0,2.3,BR,1619214995.0
kupino,54.3663,77.2981,33.03,68.0,0.0,5.12,RU,1619214995.0
twin falls,42.3505,-114.6445,60.8,20.0,1.0,16.11,US,1619214738.0
mecca,21.4267,39.8261,82.69,38.0,15.0,2.62,SA,1619214555.0
shimoda,34.6667,138.95,54.0,63.0,100.0,1.01,JP,1619214996.0
kyren,51.6828,102.1408,27.72,96.0,100.0,1.12,RU,1619214996.0
tocopilla,-22.092,-70.1979,66.6,71.0,8.0,6.49,CL,1619214996.0
olga,43.7444,135.2892,55.87,68.0,100.0,3.53,RU,1619214996.0
clyde river,70.4692,-68.5914,17.6,100.0,90.0,5.75,CA,1619214573.0
manati,18.4275,-66.4921,81.0,81.0,82.0,4.0,PR,1619214997.0
tungor,53.3808,142.9564,28.99,75.0,97.0,7.36,RU,1619214997.0
coos bay,43.3665,-124.2179,55.99,66.0,1.0,10.36,US,1619214933.0
laguna,38.421,-121.4238,77.0,43.0,1.0,12.66,US,1619214551.0
ola,59.5833,151.2833,26.26,93.0,98.0,3.74,RU,1619214997.0
urumqi,43.801,87.6005,35.6,69.0,75.0,11.18,CN,1619214848.0
alyangula,-13.8483,136.4192,66.2,100.0,60.0,3.44,AU,1619214998.0
shorkot,31.9099,70.8774,72.7,33.0,1.0,7.47,PK,1619215003.0
jega,12.2175,4.3792,94.12,28.0,78.0,9.95,NG,1619215003.0
fortuna,40.5982,-124.1573,63.0,72.0,1.0,6.91,US,1619214243.0
krasnovishersk,60.4078,57.082,38.12,97.0,100.0,2.82,RU,1619215004.0
miyang,24.4042,103.4428,61.99,73.0,0.0,3.49,CN,1619215004.0
high level,58.5169,-117.136,32.0,37.0,20.0,14.97,CA,1619215004.0
vila,42.0304,-8.1588,55.0,94.0,95.0,4.47,PT,1619215004.0
beringovskiy,63.05,179.3167,26.91,84.0,99.0,6.58,RU,1619214270.0
balgazyn,51.0,95.2,27.54,97.0,100.0,1.28,RU,1619215005.0
tukrah,32.5341,20.5791,75.2,30.0,99.0,16.46,LY,1619215005.0
muroto,33.2833,134.15,60.8,82.0,75.0,4.61,JP,1619215005.0
adrar,20.5022,-10.0711,82.08,8.0,0.0,10.74,MR,1619214399.0
keshod,21.3,70.25,77.72,79.0,98.0,4.76,IN,1619215005.0
le port,-20.9373,55.2919,77.0,73.0,90.0,13.8,RE,1619215006.0
biak,-0.9131,122.8766,76.51,79.0,100.0,3.53,ID,1619215006.0
paraiso,9.8383,-83.8656,78.8,61.0,40.0,17.27,CR,1619215006.0
quatre cocos,-20.2078,57.7625,79.0,78.0,40.0,9.22,MU,1619215006.0
camopi,3.1655,-52.3158,73.56,98.0,100.0,2.35,GF,1619215007.0
dingle,10.9995,122.6711,76.8,84.0,100.0,3.98,PH,1619215007.0
hami,42.8,93.45,45.32,28.0,51.0,8.75,CN,1619214618.0
borovoy,55.4333,86.0833,33.8,34.0,0.0,8.95,RU,1619215007.0
bestobe,52.4994,73.0975,34.41,55.0,62.0,8.72,KZ,1619215008.0
yongchang,30.0381,119.7317,66.99,89.0,83.0,2.55,CN,1619215008.0
conneaut,41.9476,-80.5542,59.0,33.0,1.0,17.27,US,1619215008.0
kunya,12.2233,8.5325,85.17,31.0,7.0,7.76,NG,1619215008.0
ulladulla,-35.35,150.4667,54.0,71.0,27.0,11.5,AU,1619215009.0
altamira,-3.2033,-52.2064,84.2,79.0,20.0,2.3,BR,1619215009.0
hare bay,48.8499,-54.0148,42.8,45.0,53.0,14.97,CA,1619215009.0
leeton,-34.5667,146.4,39.2,93.0,65.0,1.74,AU,1619215009.0
nanakuli,21.3906,-158.1547,84.2,48.0,40.0,10.36,US,1619215010.0
bushenyi,-0.5853,30.2114,58.91,91.0,93.0,2.17,UG,1619215010.0
amarpatan,24.3167,80.9833,81.39,15.0,21.0,5.86,IN,1619215010.0
sandila,27.0833,80.5167,78.8,57.0,40.0,2.3,IN,1619215011.0
sioux lookout,50.1001,-91.917,39.2,56.0,75.0,6.91,CA,1619215011.0
xichang,27.8964,102.2634,58.1,64.0,24.0,2.57,CN,1619215011.0
takoradi,4.8845,-1.7554,81.97,83.0,100.0,8.75,GH,1619214947.0
pleasanton,37.6624,-121.8747,70.0,40.0,1.0,13.8,US,1619215011.0
buala,-8.145,159.5921,83.08,69.0,13.0,3.42,SB,1619214526.0
kedrovyy,56.1667,91.8167,30.2,51.0,0.0,2.24,RU,1619214874.0
alta gracia,-31.6529,-64.4283,69.01,82.0,75.0,18.41,AR,1619215012.0
pacific grove,36.6177,-121.9166,60.8,59.0,75.0,13.8,US,1619214521.0
bako,5.7833,36.5667,62.49,93.0,99.0,4.43,ET,1619215012.0
benghazi,32.1167,20.0667,74.25,37.0,88.0,9.55,LY,1619215012.0
virginia beach,36.8529,-75.978,62.01,41.0,75.0,9.22,US,1619214933.0
cananeia,-25.0147,-47.9267,68.34,88.0,20.0,5.01,BR,1619215013.0
rincon de la victoria,36.7172,-4.2758,63.0,82.0,75.0,6.91,ES,1619215013.0
san patricio,28.017,-97.5169,86.0,70.0,1.0,27.63,US,1619215018.0
mahajanga,-15.7167,46.3167,75.2,94.0,20.0,3.44,MG,1619215019.0
clacton-on-sea,51.7897,1.156,43.0,84.0,51.0,3.0,GB,1619215019.0
yangjiang,21.85,111.9667,74.3,91.0,2.0,3.65,CN,1619215019.0
tilichiki,60.4667,166.1,22.82,82.0,50.0,4.23,RU,1619214492.0
valparaiso,-33.0393,-71.6273,64.4,67.0,75.0,6.91,CL,1619214918.0
manaure,11.7751,-72.4445,87.49,56.0,12.0,16.96,CO,1619215019.0
bonavista,48.6499,-53.1147,42.8,45.0,100.0,14.97,CA,1619215020.0
kiruna,67.8557,20.2251,26.6,80.0,20.0,10.36,SE,1619215020.0
gijon,43.5357,-5.6615,64.4,55.0,20.0,5.75,ES,1619215020.0
libreville,0.3925,9.4537,79.03,84.0,34.0,6.93,GA,1619214930.0
kathmandu,27.7167,85.3167,57.2,72.0,20.0,2.3,NP,1619214880.0
baytown,29.7355,-94.9774,75.0,88.0,99.0,1.01,US,1619214805.0
guanica,17.9716,-66.908,82.0,61.0,20.0,4.0,PR,1619215021.0
kilindoni,-7.9139,39.6668,80.38,78.0,27.0,19.48,TZ,1619215021.0
panjab,34.388,67.0233,42.82,27.0,0.0,4.14,AF,1619215021.0
polovinnoye,54.7914,65.9864,41.85,48.0,100.0,11.01,RU,1619215021.0
altus,34.6381,-99.334,64.4,94.0,90.0,8.05,US,1619214967.0
lima,-12.0432,-77.0282,70.0,77.0,40.0,8.05,PE,1619214338.0
nikolayevka,53.1257,47.2041,46.38,82.0,100.0,1.61,RU,1619215022.0
jiangkou,25.4872,119.1986,66.2,88.0,75.0,11.18,CN,1619215022.0
kiunga,-6.1219,141.2906,76.15,94.0,85.0,1.01,PG,1619215022.0
qui nhon,13.7667,109.2333,77.0,88.0,70.0,2.26,VN,1619215023.0
mezen,65.8522,44.24,42.57,77.0,100.0,10.56,RU,1619214474.0
deputatskiy,69.3,139.9,4.44,88.0,27.0,2.68,RU,1619215023.0
norrtalje,59.758,18.705,42.01,30.0,96.0,3.0,SE,1619215023.0
warwick,41.7001,-71.4162,60.8,21.0,1.0,12.66,US,1619215023.0
nhulunbuy,-12.2333,136.7667,80.6,57.0,96.0,11.5,AU,1619215024.0
tiksi,71.6872,128.8694,7.45,94.0,98.0,7.36,RU,1619214508.0
sorland,67.667,12.6934,36.54,59.0,100.0,21.39,NO,1619214847.0
biga,40.2281,27.2422,59.0,72.0,75.0,3.44,TR,1619215024.0
vostok,46.4856,135.8833,38.14,93.0,100.0,5.86,RU,1619215024.0
enshi,30.3,109.4833,62.19,98.0,100.0,4.68,CN,1619215024.0
kuvandyk,51.4781,57.3552,45.68,77.0,100.0,16.87,RU,1619215025.0
guangyuan,32.442,105.823,58.17,89.0,100.0,7.56,CN,1619215025.0
asyut,27.181,31.1837,76.32,19.0,0.0,9.42,EG,1619215025.0
ilo,-17.6394,-71.3375,67.24,75.0,11.0,5.61,PE,1619215025.0
along,28.1667,94.7667,62.76,82.0,65.0,2.39,IN,1619215026.0
ancud,-41.8697,-73.8203,55.99,76.0,75.0,5.75,CL,1619214588.0
miyako,39.6367,141.9525,53.13,48.0,8.0,3.0,JP,1619215026.0
nome,64.5011,-165.4064,41.0,65.0,1.0,5.75,US,1619215026.0
dudinka,69.4058,86.1778,31.75,98.0,100.0,18.37,RU,1619215027.0
tokur,53.1333,132.9,24.35,66.0,15.0,5.93,RU,1619215027.0
sisimiut,66.9395,-53.6735,35.42,68.0,100.0,3.58,GL,1619215027.0
mount gambier,-37.8333,140.7667,50.0,93.0,40.0,9.22,AU,1619215027.0
teahupoo,-17.8333,-149.2667,86.0,66.0,75.0,3.44,PF,1619215028.0
las choapas,17.9333,-94.0833,95.0,49.0,20.0,11.5,MX,1619215028.0
erenhot,43.6475,111.9767,47.82,38.0,19.0,21.68,CN,1619214580.0
gilbues,-9.8317,-45.3439,78.62,67.0,21.0,1.05,BR,1619215033.0
san jeronimo,-11.9472,-75.2829,58.53,69.0,41.0,3.74,PE,1619215033.0
vanimo,-2.6741,141.3028,78.82,86.0,100.0,3.02,PG,1619214655.0
ayan,56.45,138.1667,26.78,76.0,95.0,5.41,RU,1619214550.0
buncrana,55.1333,-7.45,45.73,68.0,100.0,4.23,IE,1619215034.0
flinders,-34.5833,150.8552,54.0,75.0,89.0,1.01,AU,1619214328.0
malakal,9.5334,31.6605,88.27,41.0,62.0,4.74,SS,1619215034.0
sussex,41.1834,-74.6663,62.6,19.0,1.0,10.36,US,1619215014.0
mahibadhoo,3.7833,72.9667,83.14,73.0,31.0,12.48,MV,1619215035.0
payson,40.0444,-111.7321,63.0,23.0,40.0,9.22,US,1619215035.0
rudbar,30.15,62.6,72.46,11.0,0.0,6.69,AF,1619215035.0
warri,5.5167,5.75,78.08,91.0,68.0,1.5,NG,1619215035.0
ngunguru,-35.6167,174.5,66.0,83.0,1.0,7.0,NZ,1619215036.0
beyneu,45.3167,55.2,51.44,71.0,13.0,14.38,KZ,1619215036.0
ippy,6.2679,21.2247,69.76,97.0,100.0,3.87,CF,1619215036.0
stony plain,53.5334,-114.0021,44.01,24.0,75.0,18.41,CA,1619214986.0
caravelas,-17.7125,-39.2481,75.11,82.0,38.0,7.49,BR,1619214606.0
itarema,-2.9248,-39.9167,79.63,79.0,39.0,11.95,BR,1619214550.0
dunedin,-45.8742,170.5036,55.0,84.0,66.0,1.99,NZ,1619214573.0
moree,-29.4667,149.85,46.4,81.0,18.0,8.05,AU,1619214522.0
bilma,18.6853,12.9164,89.8,9.0,45.0,9.28,NE,1619214540.0
tiznit,29.5833,-9.5,59.86,71.0,59.0,5.79,MA,1619214580.0
isangel,-19.55,169.2667,82.4,78.0,20.0,3.44,VU,1619214496.0
darnah,32.767,22.6367,65.52,60.0,58.0,16.49,LY,1619215037.0
richards bay,-28.783,32.0377,63.1,85.0,63.0,9.44,ZA,1619214413.0
callaway,30.153,-85.5699,73.0,64.0,20.0,13.8,US,1619215037.0
kutum,14.2,24.6667,79.65,17.0,60.0,9.35,SD,1619214509.0
kozhva,65.1073,57.0459,36.16,95.0,79.0,4.76,RU,1619215037.0
santiago de cao,-7.9589,-79.2392,64.4,88.0,20.0,9.22,PE,1619215038.0
bajil,15.0584,43.2851,85.35,45.0,6.0,2.35,YE,1619215038.0
claveria,18.6074,121.0832,74.95,82.0,36.0,3.74,PH,1619215038.0
minab,27.1467,57.0801,78.8,69.0,84.0,9.22,IR,1619215038.0
ayorou,14.7308,0.9174,90.46,7.0,22.0,6.67,NE,1619215039.0
betioky,-23.7167,44.3833,68.0,74.0,21.0,4.23,MG,1619215039.0
sao joao da barra,-21.6403,-41.0511,77.0,65.0,0.0,9.22,BR,1619215039.0
pedasi,7.5333,-80.0333,84.25,68.0,70.0,10.2,PA,1619215039.0
skegness,53.1436,0.3363,46.0,70.0,0.0,4.61,GB,1619215040.0
kallithea,37.95,23.7,64.0,63.0,20.0,5.1,GR,1619215040.0
yelatma,54.9675,41.7508,45.0,88.0,22.0,8.03,RU,1619215040.0
muisne,0.6,-80.0333,82.4,83.0,75.0,8.05,EC,1619215040.0
ust-tsilma,65.441,52.1498,33.64,93.0,70.0,3.58,RU,1619215041.0
beeville,28.4008,-97.7483,86.0,74.0,90.0,18.41,US,1619214880.0
auki,-8.7676,160.7034,81.1,76.0,31.0,2.93,SB,1619215041.0
kaeo,-35.1,173.7833,66.0,83.0,14.0,7.0,NZ,1619214563.0
katangli,51.7102,143.2326,29.55,93.0,100.0,8.84,RU,1619215041.0
manyana,-23.4,21.7167,62.01,31.0,0.0,3.09,BW,1619215042.0
kiboga,0.9161,31.7742,61.75,98.0,74.0,0.92,UG,1619215047.0
eidfjord,60.4675,7.0719,27.07,85.0,10.0,3.27,NO,1619215047.0
torbay,47.6666,-52.7314,44.01,70.0,75.0,21.85,CA,1619214504.0
birao,10.2849,22.7882,89.58,29.0,98.0,8.5,CF,1619215047.0
praya,14.9215,-23.5087,69.8,73.0,20.0,14.97,CV,1619215048.0
bossangoa,6.4926,17.4552,70.0,94.0,100.0,6.44,CF,1619215048.0
san lorenzo,-25.3333,-57.5333,80.6,61.0,75.0,4.61,PY,1619215048.0
ayagoz,47.9714,80.4392,26.44,58.0,6.0,5.1,KZ,1619215049.0
gat,31.61,34.7642,66.99,100.0,74.0,3.33,IL,1619215021.0
port lincoln,-34.7333,135.8667,59.4,73.0,78.0,4.07,AU,1619214696.0
samarai,-10.6167,150.6667,83.21,77.0,99.0,10.63,PG,1619214542.0
joao pinheiro,-17.7425,-46.1725,70.9,43.0,0.0,2.15,BR,1619215049.0
revelstoke,50.9832,-118.2023,59.0,23.0,75.0,8.05,CA,1619215049.0
canora,51.6333,-102.4343,37.4,28.0,90.0,13.8,CA,1619215050.0
mendeleyevsk,55.9082,52.2905,44.6,76.0,0.0,4.47,RU,1619215050.0
adelaide,-34.9333,138.6,55.99,82.0,40.0,5.75,AU,1619214989.0
zlynka,52.4267,31.7378,37.4,75.0,0.0,11.18,RU,1619215050.0
cabangahan,9.0781,122.9469,77.0,94.0,20.0,2.3,PH,1619215050.0
king city,36.2127,-121.126,66.0,55.0,90.0,13.8,US,1619215051.0
jiayuguan,39.8167,98.3,39.31,84.0,100.0,2.82,CN,1619215030.0
hay river,60.8156,-115.7999,21.2,53.0,100.0,12.66,CA,1619215051.0
merauke,-8.4667,140.3333,78.51,87.0,59.0,7.56,ID,1619215051.0
mao,39.8885,4.2658,53.6,87.0,0.0,5.75,ES,1619214967.0
gazanjyk,39.2446,55.5154,61.18,69.0,89.0,10.8,TM,1619215052.0
hobyo,5.3505,48.5268,83.28,66.0,69.0,9.06,SO,1619215052.0
mbaiki,3.8678,17.9892,67.66,98.0,100.0,2.24,CF,1619215052.0
ahipara,-35.1667,173.1667,65.23,69.0,46.0,9.44,NZ,1619214343.0
kristiinankaupunki,62.2743,21.376,33.46,96.0,100.0,19.84,FI,1619215053.0
nelson bay,-32.7167,152.15,53.01,87.0,100.0,9.22,AU,1619214975.0
fort wellington,6.4,-57.6,77.95,84.0,100.0,10.85,GY,1619215053.0
atambua,-9.1061,124.8925,70.84,85.0,29.0,4.27,ID,1619215053.0
saint-pierre,-21.3393,55.4781,77.0,73.0,61.0,6.91,RE,1619215053.0
port-cartier,50.0334,-66.8654,37.0,93.0,73.0,5.75,CA,1619214557.0
george,-33.963,22.4617,59.0,100.0,40.0,6.91,ZA,1619215054.0
srednekolymsk,67.45,153.6833,10.76,93.0,100.0,17.96,RU,1619215054.0
coahuayana,18.7333,-103.6833,87.8,25.0,1.0,11.5,MX,1619214476.0
zhezkazgan,47.8043,67.7144,38.46,30.0,96.0,15.52,KZ,1619214573.0
paso de carrasco,-34.8603,-56.0522,73.4,56.0,0.0,5.75,UY,1619214758.0
lagunas,-5.2269,-75.6753,81.73,87.0,79.0,1.41,PE,1619215055.0
bontang,0.1333,117.5,75.76,92.0,78.0,7.74,ID,1619215055.0
uruguaiana,-29.7547,-57.0883,80.6,65.0,20.0,2.3,BR,1619215055.0
qom,34.6401,50.8764,74.8,31.0,100.0,4.54,IR,1619215055.0
gushikawa,26.3544,127.8686,66.2,94.0,90.0,16.11,JP,1619215056.0
weiser,44.251,-116.9693,69.8,23.0,1.0,6.91,US,1619215061.0
alihe,50.5667,123.7167,31.89,38.0,29.0,3.29,CN,1619215061.0
karratha,-20.7377,116.8463,74.37,26.0,0.0,11.21,AU,1619214636.0
blind river,46.1834,-82.9582,62.6,46.0,1.0,13.8,CA,1619215061.0
kirkwall,58.9848,-2.9587,37.4,87.0,100.0,4.61,GB,1619215062.0
manggar,-2.8833,108.2667,80.29,78.0,19.0,7.65,ID,1619215062.0
sibolga,1.7427,98.7792,75.54,88.0,100.0,2.33,ID,1619215062.0
elbrus,43.2577,42.6443,30.67,54.0,80.0,6.55,RU,1619215062.0
koslan,63.4564,48.8989,46.51,80.0,99.0,6.93,RU,1619214608.0
iqaluit,63.7506,-68.5145,28.4,93.0,90.0,4.61,CA,1619214274.0
husavik,66.0449,-17.3389,46.4,66.0,0.0,3.44,IS,1619214557.0
terrace bay,48.7834,-87.1,46.4,61.0,90.0,8.05,CA,1619215063.0
agara,42.0376,43.8238,47.41,65.0,5.0,4.25,GE,1619215063.0
san vicente,-26.6167,-54.1333,67.08,63.0,86.0,0.94,AR,1619215063.0
kuching,1.55,110.3333,77.0,94.0,20.0,2.91,MY,1619215064.0
port augusta,-32.5,137.7667,50.0,87.0,75.0,5.75,AU,1619215064.0
marabba,12.35,32.1833,93.38,23.0,20.0,6.13,SD,1619215064.0
san joaquin,37.9333,-121.3011,78.01,40.0,1.0,5.75,US,1619215064.0
raudeberg,61.9875,5.1352,35.01,85.0,67.0,13.06,NO,1619214581.0
emba,48.8264,58.1442,52.99,43.0,100.0,13.73,KZ,1619215065.0
road town,18.4167,-64.6167,81.0,69.0,20.0,9.22,VG,1619214947.0
naduvattam,11.4833,76.5667,56.16,89.0,99.0,2.84,IN,1619215065.0
jacareacanga,-6.2222,-57.7528,76.84,96.0,84.0,0.65,BR,1619215065.0
kurud,20.8322,81.7214,78.67,24.0,18.0,3.27,IN,1619215066.0
geraldton,-28.7667,114.6,59.0,82.0,0.0,8.05,AU,1619215066.0
sulphur,30.2366,-93.3774,73.4,83.0,90.0,16.11,US,1619215066.0
puerto penasco,31.3167,-113.5333,69.01,67.0,0.0,14.0,MX,1619214872.0
mount isa,-20.7333,139.5,64.4,29.0,29.0,10.36,AU,1619215066.0
mali,12.079,-12.2982,96.8,30.0,0.0,6.91,GN,1619215067.0
yelan-koleno,51.1523,41.2306,49.17,84.0,35.0,7.65,RU,1619215067.0
griffith,41.5284,-87.4237,59.0,41.0,90.0,13.8,US,1619215067.0
sobolevo,54.4299,31.8996,35.42,79.0,68.0,4.88,RU,1619215067.0
san jose,37.3394,-121.895,73.99,40.0,40.0,8.39,US,1619215024.0
matamoros,25.5333,-103.25,93.2,7.0,75.0,18.41,MX,1619215068.0
pervomayskiy,53.2485,40.2871,48.0,72.0,61.0,9.78,RU,1619215068.0
pascagoula,30.3658,-88.5561,73.4,64.0,20.0,13.8,US,1619215068.0
oktyabrskiy,54.4815,53.471,44.42,93.0,100.0,7.61,RU,1619215068.0
